"","sfp","ssp","GPA_year1","GPA_year2","gpa0","sex"
"23","0","0",0.379999995231628,0.8299999833107,74.3000030517578,"M"
"24","0","0",1.98000001907349,1.62999999523163,73.6999969482422,"F"
"26","0","0",1.5900000333786,0.660000026226044,73,"M"
"27","0","0",0.889999985694885,1.54999995231628,73.5,"F"
"32","1","0",0.910000026226044,1.76999998092651,72.3000030517578,"M"
"45","0","0",0.300000011920929,0.709999978542328,75,"F"
"63","0","0",2.91000008583069,2.46000003814697,73.6999969482422,"M"
"71","0","0",0,0.230000004172325,74.5,"M"
"95","1","1",0.990000009536743,1.30999994277954,72.8000030517578,"M"
"99","0","0",0.850000023841858,2,74,"F"
"102","1","0",1.04999995231628,1.01999998092651,75,"M"
"104","1","0",2.45000004768372,3.22000002861023,75,"M"
"105","0","0",0.639999985694885,2.40000009536743,72,"M"
"122","0","0",2.27999997138977,2.66000008583069,71.8000030517578,"M"
"139","0","0",1.58000004291534,1.86000001430511,73.6999969482422,"M"
"153","0","0",1.38999998569489,1.33000004291534,74.8000030517578,"F"
"168","0","0",1.38999998569489,2.40000009536743,74.8000030517578,"F"
"171","1","0",1.87999999523163,2.32999992370605,74,"M"
"176","1","0",0.230000004172325,0.400000005960464,75.1999969482422,"F"
"193","0","0",0.850000023841858,1.52999997138977,72.1999969482422,"M"
"214","0","0",1.86000001430511,2,74.1999969482422,"M"
"221","1","0",2.08999991416931,2.38000011444092,73.6999969482422,"M"
"237","0","1",0.930000007152557,0.140000000596046,71.8000030517578,"F"
"244","0","0",2.09999990463257,1.76999998092651,75,"F"
"248","0","0",1.42999994754791,1.75999999046326,72.3000030517578,"F"
"253","0","0",0.72000002861023,0.52999997138977,74,"F"
"255","0","0",1.25999999046326,2.59999990463257,72.3000030517578,"M"
"256","0","0",0.899999976158142,1.67999994754791,68.6999969482422,"F"
"267","0","0",0,0,73.6999969482422,"F"
"277","0","1",1.17999994754791,1.67999994754791,73.5,"M"
"283","0","0",0.509999990463257,1.88999998569489,74.6999969482422,"M"
"284","0","0",0.850000023841858,1.37999999523163,72.3000030517578,"M"
"288","0","0",1.86000001430511,0.870000004768372,72.6999969482422,"M"
"294","0","0",0.980000019073486,0.850000023841858,73.8000030517578,"F"
"304","1","0",2.11999988555908,3.00999999046326,73.8000030517578,"F"
"306","0","0",1.8400000333786,0,74.3000030517578,"F"
"315","1","1",2.03999996185303,2.39000010490417,72,"M"
"321","0","0",1.89999997615814,2.95000004768372,74.5,"M"
"325","0","0",2.4300000667572,2.09999990463257,71.5,"F"
"336","0","0",1.26999998092651,0,75,"F"
"340","0","1",2.23000001907349,2.32999992370605,72.1999969482422,"F"
"345","0","0",1.46000003814697,1.37999999523163,73.8000030517578,"F"
"349","0","0",1.5900000333786,2.13000011444092,72.3000030517578,"F"
"351","0","0",1.04999995231628,2.36999988555908,74.6999969482422,"F"
"360","0","1",0.25,0.280000001192093,72.5,"F"
"361","0","0",0.409999996423721,0,74.1999969482422,"M"
"367","0","1",1.5,2.17000007629395,72.6999969482422,"F"
"376","0","0",1.79999995231628,0.850000023841858,74,"M"
"382","0","0",0.730000019073486,0.8299999833107,72,"F"
"389","0","0",2.23000001907349,2.15000009536743,68,"M"
"402","1","1",2.39000010490417,1.42999994754791,75.1999969482422,"M"
"407","1","1",1.92999994754791,2.34999990463257,74.8000030517578,"F"
"410","0","0",0,1.89999997615814,73.5,"F"
"416","1","1",1.51999998092651,2.36999988555908,74.8000030517578,"F"
"423","1","0",1.96000003814697,2.13000011444092,72.8000030517578,"F"
"429","0","1",1.79999995231628,2.47000002861023,75,"M"
"437","0","0",0,1.23000001907349,74.8000030517578,"F"
"440","0","1",1.76999998092651,2.0699999332428,72.1999969482422,"M"
"441","0","0",1.87000000476837,1.30999994277954,74.1999969482422,"M"
"469","0","0",1.21000003814697,1,74.6999969482422,"M"
"477","1","0",2.00999999046326,1.22000002861023,73.6999969482422,"M"
"478","0","1",1.37000000476837,1.1599999666214,71.6999969482422,"M"
"481","0","1",2,2.14000010490417,73.1999969482422,"M"
"485","1","0",1.10000002384186,0.610000014305115,72.8000030517578,"M"
"486","0","1",1.3400000333786,1.62999999523163,75,"F"
"488","1","0",0.430000007152557,0.100000001490116,72.8000030517578,"F"
"504","0","0",1.80999994277954,2.42000007629395,72.3000030517578,"M"
"508","0","1",2.33999991416931,2.11999988555908,74.1999969482422,"M"
"515","0","0",1.63999998569489,1.35000002384186,74.3000030517578,"M"
"516","0","1",2.38000011444092,2.10999989509583,72.8000030517578,"M"
"518","0","0",0.680000007152557,1.75999999046326,74.5,"F"
"531","0","0",1.38999998569489,1,74.1999969482422,"F"
"534","1","0",2.58999991416931,1.8400000333786,74.3000030517578,"M"
"539","0","0",0.119999997317791,1.28999996185303,74.6999969482422,"F"
"553","1","0",2.66000008583069,2.97000002861023,72.8000030517578,"F"
"557","0","1",3.00999999046326,3.13000011444092,73.8000030517578,"M"
"558","0","1",3.27999997138977,3.5699999332428,74,"M"
"559","0","0",0.72000002861023,1.6599999666214,74,"M"
"564","0","0",0.170000001788139,0.389999985694885,74.1999969482422,"F"
"568","0","0",1.35000002384186,1.82000005245209,71.3000030517578,"F"
"574","0","0",0.219999998807907,0.389999985694885,73,"F"
"576","0","0",1.29999995231628,2.63000011444092,75,"F"
"580","0","0",1.89999997615814,2.15000009536743,72.8000030517578,"F"
"581","1","1",1.26999998092651,1.94000005722046,72.5,"F"
"583","0","0",1.72000002861023,1.97000002861023,72.3000030517578,"F"
"585","0","0",2.10999989509583,1.95000004768372,74.3000030517578,"F"
"586","0","0",1.12000000476837,2.23000001907349,75,"F"
"598","0","0",0,0,72,"F"
"600","0","0",1.92999994754791,2.5699999332428,74.1999969482422,"M"
"606","0","1",0,0,73.3000030517578,"F"
"608","0","1",2.03999996185303,2.13000011444092,74.5,"F"
"617","1","0",0.97000002861023,1.49000000953674,72.5,"F"
"620","0","0",0.709999978542328,1.95000004768372,72.3000030517578,"F"
"623","0","0",1.9099999666214,2.14000010490417,71.6999969482422,"F"
"629","0","0",1.94000005722046,2.04999995231628,71.5,"M"
"634","0","0",1.5,1.61000001430511,73.3000030517578,"M"
"638","0","0",1.75999999046326,0.870000004768372,73.5,"F"
"644","0","0",1.82000005245209,2.88000011444092,74.8000030517578,"M"
"649","0","0",1.00999999046326,2.49000000953674,72.1999969482422,"M"
"656","0","0",3,1.85000002384186,73.3000030517578,"F"
"660","0","0",2.27999997138977,2.61999988555908,74.8000030517578,"M"
"668","0","0",2.23000001907349,2.27999997138977,74.6999969482422,"F"
"672","0","0",1.45000004768372,1.53999996185303,71.8000030517578,"F"
"684","1","1",1.17999994754791,1.25999999046326,74.5,"F"
"687","0","0",0.839999973773956,0,71,"F"
"689","0","0",1.23000001907349,1.80999994277954,73.5,"F"
"692","0","0",2.02999997138977,2.5699999332428,73.5,"F"
"693","0","0",2.14000010490417,2.46000003814697,72.8000030517578,"M"
"699","1","1",0.680000007152557,1,72.1999969482422,"M"
"704","0","1",1.57000005245209,0.620000004768372,71.8000030517578,"F"
"708","1","0",2.23000001907349,3.38000011444092,75.1999969482422,"M"
"709","0","0",0.409999996423721,1.66999995708466,74.5,"M"
"712","0","0",2.5,2.75,73.6999969482422,"M"
"718","1","0",0.77999997138977,0,72.5,"F"
"719","1","0",1.69000005722046,1.12000000476837,74,"F"
"727","1","0",1.05999994277954,0.959999978542328,71.8000030517578,"M"
"737","0","0",0.810000002384186,2.23000001907349,72.3000030517578,"F"
"757","1","0",2.19000005722046,1.9099999666214,75,"F"
"760","1","0",1.39999997615814,1.54999995231628,73.3000030517578,"M"
"768","0","0",1.01999998092651,1.95000004768372,75.1999969482422,"M"
"773","1","0",0.389999985694885,0.6700000166893,72.1999969482422,"M"
"784","0","0",1.6599999666214,1.86000001430511,72,"F"
"794","0","1",2.34999990463257,2,74.3000030517578,"M"
"809","0","1",0.189999997615814,1,72.5,"M"
"826","0","0",1.13999998569489,0,72.8000030517578,"M"
"827","0","0",1.46000003814697,2.23000001907349,72.5,"F"
"839","0","0",1.45000004768372,0.949999988079071,73,"F"
"843","0","1",1.85000002384186,2.80999994277954,71.3000030517578,"M"
"844","1","1",1,1.64999997615814,74.3000030517578,"F"
"845","1","0",2.40000009536743,2.32999992370605,73.8000030517578,"F"
"848","1","0",1.23000001907349,0.910000026226044,75.1999969482422,"M"
"854","0","1",2.22000002861023,2.75999999046326,73.8000030517578,"F"
"870","0","0",1.87999999523163,2.79999995231628,73.8000030517578,"F"
"871","0","0",0.6700000166893,0.140000000596046,75,"F"
"872","0","0",0.25,0,73.3000030517578,"M"
"875","1","0",2.61999988555908,2.25,72.5,"M"
"880","0","0",0.25,1.07000005245209,72.3000030517578,"F"
"881","1","1",2.41000008583069,2.34999990463257,71.5,"M"
"882","0","1",1.62999999523163,1.79999995231628,74,"F"
"883","0","1",1.28999996185303,1.5900000333786,73.8000030517578,"M"
"886","0","0",1.1599999666214,1.42999994754791,72.1999969482422,"F"
"889","0","0",0.200000002980232,0.8299999833107,71.5,"F"
"891","0","0",0.77999997138977,1.35000002384186,71.6999969482422,"M"
"897","0","0",1.62999999523163,2.01999998092651,71.5,"F"
"901","0","0",1.48000001907349,1.85000002384186,74,"M"
"909","0","0",2.40000009536743,2.67000007629395,74.8000030517578,"M"
"914","0","0",1.52999997138977,2.08999991416931,73,"F"
"915","0","0",1.24000000953674,1.36000001430511,72.3000030517578,"M"
"918","0","0",0.800000011920929,2.04999995231628,74.5,"M"
"919","1","0",1.22000002861023,1.88999998569489,73.3000030517578,"M"
"920","0","1",1.28999996185303,0,74,"M"
"925","0","0",2.59999990463257,1.51999998092651,71.8000030517578,"F"
"931","0","0",3.11999988555908,3.29999995231628,74,"M"
"932","0","0",1.19000005722046,0.140000000596046,72.8000030517578,"F"
"934","0","0",1.25999999046326,2.33999991416931,72.6999969482422,"F"
"940","0","0",0,0.28999999165535,71.8000030517578,"F"
"948","0","0",0.6700000166893,0.899999976158142,73.3000030517578,"F"
"949","0","0",2.40000009536743,2.64000010490417,74.8000030517578,"F"
"957","0","0",1.20000004768372,0.850000023841858,74.8000030517578,"M"
"960","0","0",1.89999997615814,2.29999995231628,75,"F"
"973","0","1",1.50999999046326,1.6599999666214,74.8000030517578,"F"
"979","0","0",1.08000004291534,0,72.1999969482422,"M"
"984","0","0",1.17999994754791,1.39999997615814,72.5,"F"
"986","1","0",1.29999995231628,1.33000004291534,74.3000030517578,"F"
"996","0","0",0.6700000166893,0.800000011920929,74.3000030517578,"F"
"1004","0","0",1.58000004291534,2.04999995231628,74,"M"
"1005","0","1",1.29999995231628,1.35000002384186,73.5,"M"
"1006","0","1",2.01999998092651,2.80999994277954,74.3000030517578,"M"
"1007","1","1",0.46000000834465,0.469999998807907,72.5,"F"
"1011","1","0",1.87000000476837,1.70000004768372,74,"M"
"1015","0","0",0.899999976158142,0.230000004172325,72.3000030517578,"F"
"1016","0","1",2.48000001907349,3.4300000667572,73.5,"F"
"1021","0","0",2.33999991416931,0.5,75.1999969482422,"F"
"1024","1","0",1.47000002861023,1.23000001907349,73.6999969482422,"F"
"1027","0","0",1.1599999666214,1.29999995231628,73.6999969482422,"F"
"1035","1","0",3.20000004768372,1.70000004768372,74.3000030517578,"F"
"1037","0","0",1.44000005722046,2.27999997138977,71.5,"F"
"1042","0","1",1.95000004768372,2.58999991416931,73.5,"M"
"1051","0","0",1.80999994277954,2.13000011444092,75,"F"
"1056","1","1",0.449999988079071,1.73000001907349,74.5,"F"
"1058","0","0",2.59999990463257,3.20000004768372,71.6999969482422,"M"
"1059","0","1",0.100000001490116,0.860000014305115,72.5,"F"
"1069","0","0",0.930000007152557,0.340000003576279,75,"F"
"1076","1","0",1.54999995231628,1.00999999046326,73,"F"
"1077","0","0",2.63000011444092,2.71000003814697,74,"F"
"1089","0","0",2.39000010490417,1.87999999523163,72.3000030517578,"M"
"1106","0","1",1.27999997138977,1.98000001907349,73.8000030517578,"F"
"1120","0","0",0,0,72.8000030517578,"M"
"1121","1","0",2.03999996185303,2.07999992370605,71.6999969482422,"F"
"1130","0","0",1.07000005245209,2.03999996185303,73.6999969482422,"M"
"1134","0","0",1.62000000476837,1.25,75.1999969482422,"M"
"1135","0","1",1.44000005722046,2.14000010490417,74.3000030517578,"F"
"1136","0","0",2.09999990463257,2.0699999332428,72.6999969482422,"M"
"1137","0","0",1.25,0.6700000166893,72,"F"
"1141","0","0",2.41000008583069,1.96000003814697,73.1999969482422,"F"
"1144","0","0",2.74000000953674,1.91999995708466,72.8000030517578,"M"
"1159","0","0",2.28999996185303,2.71000003814697,74.1999969482422,"M"
"1161","0","0",0.219999998807907,0.930000007152557,73.8000030517578,"F"
"1168","0","0",1.36000001430511,1.97000002861023,75.1999969482422,"F"
"1171","0","0",0.239999994635582,0.330000013113022,73.6999969482422,"M"
"1173","1","0",1.92999994754791,2.48000001907349,74,"F"
"1174","0","0",1.89999997615814,2.38000011444092,74.1999969482422,"F"
"1177","0","0",1.6599999666214,2.57999992370605,74,"F"
"1178","0","0",2.63000011444092,2.97000002861023,74.6999969482422,"M"
"1191","0","0",2.09999990463257,1.60000002384186,75.1999969482422,"F"
"1192","0","1",0.540000021457672,0.300000011920929,71.6999969482422,"M"
"1200","1","0",0.800000011920929,1.54999995231628,72,"M"
"1203","0","0",2.01999998092651,2.33999991416931,75,"M"
"1209","0","0",0.810000002384186,0.939999997615814,74.1999969482422,"M"
"1224","0","0",1.42999994754791,1.52999997138977,74.5,"M"
"1233","0","0",1.87999999523163,0,73.6999969482422,"F"
"1243","0","0",0.899999976158142,1.74000000953674,71.8000030517578,"M"
"1257","0","0",2.25,2.32999992370605,71.8000030517578,"M"
"1259","0","0",0.810000002384186,1.25999999046326,71.3000030517578,"F"
"1260","0","0",1.10000002384186,2.52999997138977,75,"F"
"1268","0","0",0.46000000834465,2.09999990463257,71.8000030517578,"F"
"1281","0","0",1.05999994277954,0.28999999165535,73.5,"F"
"1288","0","0",0.939999997615814,0.730000019073486,72.5,"F"
"1301","0","0",1.54999995231628,1.25,74.6999969482422,"M"
"1302","0","0",1.61000001430511,2.51999998092651,75,"F"
"1310","0","1",1.92999994754791,1.97000002861023,73.6999969482422,"F"
"1319","0","0",2.26999998092651,2.54999995231628,73.5,"F"
"1322","1","1",0.910000026226044,0.400000005960464,72.1999969482422,"M"
"1324","0","0",1.26999998092651,1.6599999666214,74.5,"F"
"1325","1","0",2.91000008583069,3.67000007629395,73.1999969482422,"M"
"1331","1","0",1.23000001907349,1.73000001907349,74.1999969482422,"M"
"1335","0","1",0.100000001490116,0,72.8000030517578,"M"
"1342","0","0",2.74000000953674,3.23000001907349,75,"M"
"1344","0","1",1.5900000333786,2.1800000667572,74.5,"F"
"1347","1","1",0.850000023841858,1.91999995708466,69.8000030517578,"F"
"1349","0","0",2.30999994277954,2.61999988555908,74,"F"
"1351","0","1",1.88999998569489,1.77999997138977,71.6999969482422,"F"
"1352","0","0",0.600000023841858,1.33000004291534,73.5,"F"
"1356","0","0",0.75,1.28999996185303,73,"F"
"1380","1","1",1.70000004768372,0.430000007152557,74.5,"F"
"1387","0","0",1.20000004768372,0.200000002980232,74.8000030517578,"F"
"1393","1","0",1.77999997138977,0.620000004768372,74.1999969482422,"M"
"1394","1","1",1.12000000476837,1.48000001907349,73.3000030517578,"F"
"1399","1","1",0.660000026226044,2.59999990463257,72.6999969482422,"F"
"1401","0","0",1.03999996185303,1.17999994754791,74.6999969482422,"F"
"1402","0","0",1.21000003814697,2.5699999332428,73.1999969482422,"F"
"1419","0","0",0.790000021457672,1.26999998092651,72.1999969482422,"M"
"1425","0","0",1.13999998569489,2.51999998092651,72.8000030517578,"M"
"1427","0","0",1.02999997138977,1.95000004768372,73,"M"
"1436","0","0",0.600000023841858,0.340000003576279,75.1999969482422,"F"
"1439","0","0",0,0,71.5,"F"
"1442","0","0",2.05999994277954,0.72000002861023,73.6999969482422,"F"
"1447","1","1",1.72000002861023,2.38000011444092,74.1999969482422,"F"
"1449","0","0",2.14000010490417,2.70000004768372,74.5,"M"
"1459","0","0",1.07000005245209,2.33999991416931,73.8000030517578,"M"
"1467","1","1",1.57000005245209,1.29999995231628,74.8000030517578,"M"
"1470","0","0",1.38999998569489,1.75,74.6999969482422,"F"
"1471","0","0",2.46000003814697,2.53999996185303,74.8000030517578,"M"
